lat,lng,pop
-70.2,-31.43,2
-73.45,-31.94,2
22.5,14.15,2
20.11,12.31,2
22.98,11.29,2
22.0,17.09,2
24.97,16.0,2
19.56,15.2,2
82.24,13.26,2
83.86,15.85,2
83.67,10.58,2
85.3,13.18,2
18.34,35.35,2
21.89,34.32,2
15.55,33.28,2
19.04,32.32,2
17.6,38.33,2
21.26,37.34,2
-118.54,38.95,2
-112.31,37.39,2
-114.77,39.61,2
-119.68,36.13,2
-51.49,-14.11,2
-46.42,-16.05,2
-48.41,-13.69,2
-50.64,-19.18,2
-52.6,-16.84,2
-47.53,-18.8,2
37.18,-27.41,2
39.71,-25.44,2
36.62,-24.52,2
37.76,-30.22,2
34.57,-29.32,2
40.31,-28.27,2
-116.03,44.39,2
-118.72,46.32,2
-112.0,44.95,2
-114.66,46.98,2
-117.32,41.71,2
-119.95,43.69,2
-113.43,42.32,2
0.51,2.09,2
0.55,-0.47,2
-1.58,2.98,2
-1.48,0.5,2
2.46,3.71,2
2.61,1.15,2
-1.7,9.41,2
144.32,-35.95,2
140.67,-35.3,2
146.74,-33.58,2
143.13,-33.03,2
141.78,-38.24,2
148.08,-36.49,2
77.51,54.52,2
70.33,51.38,2
75.29,51.76,2
68.84,56.61,2
74.39,57.02,2
67.05,53.73,2
-94.34,15.05,2
-92.79,12.63,2
-97.4,14.82,2
-95.76,12.4,2
99.71,-3.68,2
96.68,-3.46,2
98.41,-0.99,2
100.99,-6.29,2
97.99,-6.09,2
9.65,-4.79,2
7.22,-3.64,2
11.98,-3.06,2
9.49,-1.95,2
9.82,-7.68,2
7.35,-6.47,2
12.18,-5.96,2
-65.98,15.97,2
-68.64,15.91,2
-66.57,20.03,2
-69.21,20.01,2
-56.71,-19.75,2
-58.56,-17.42,2
-53.7,-19.49,2
-55.61,-17.15,2
-57.8,-22.26,2
-59.63,-19.96,2
-54.81,-22.06,2
89.31,28.49,2
84.42,30.94,2
87.81,30.95,2
-56.39,-12.09,2
-58.23,-9.71,2
-53.42,-11.72,2
-55.31,-9.32,2
-57.48,-14.79,2
-59.3,-12.42,2
-54.52,-14.47,2
105.16,-8.97,2
102.23,-8.82,2
106.34,-11.38,2
103.46,-11.27,2
108.04,-9.09,2
124.88,29.05,2
127.97,28.89,2
122.97,26.89,2
126.0,26.74,2
123.76,31.26,2
126.84,31.15,2
114.61,-29.26,2
112.2,-27.85,2
117.09,-28.05,2
114.82,-27.0,2
111.82,-30.07,2
117.1,-30.58,2
-85.17,25.47,2
-86.62,28.06,2
-86.78,22.97,2
-88.25,25.55,2
56.29,22.54,2
55.75,20.14,2
58.49,20.72,2
53.55,21.82,2
26.17,7.48,2
28.91,6.44,2
23.83,5.75,2
26.55,4.72,2
25.79,10.24,2
28.54,9.19,2
23.43,8.5,2
4.81,59.59,2
8.19,61.13,2
6.16,57.16,2
0.0,60.47,2
3.35,62.04,2
1.64,57.99,2
-8.28,59.33,2
-13.64,59.72,2
-11.18,57.33,2
-5.17,61.18,2
-3.17,58.75,2
-10.66,61.7,2
79.01,26.18,3
77.72,24.74,3
76.9,26.37,3
76.76,25.34,3
109.81,31.44,3
108.61,31.31,3
110.18,32.36,3
108.98,32.24,3
110.63,30.64,3
109.44,30.51,3
110.99,31.56,3
12.78,9.62,3
13.89,9.62,3
12.28,8.73,3
13.38,8.72,3
12.18,10.54,3
13.29,10.53,3
11.68,9.63,3
11.98,54.46,3
13.76,54.58,3
11.19,53.58,3
12.94,53.71,3
10.99,55.2,3
10.21,54.32,3
76.35,13.31,3
76.57,14.4,3
17.43,51.37,3
19.16,51.41,3
16.59,50.48,3
16.54,52.2,3
18.29,52.25,3
15.71,51.32,3
111.07,28.89,3
109.89,28.75,3
111.43,29.83,3
110.26,29.71,3
110.7,27.93,3
72.7,27.71,3
73.84,28.18,3
73.74,27.12,3
71.63,28.29,3
72.78,28.77,3
71.57,27.23,3
122.83,6.94,3
123.93,7.16,3
122.46,5.86,3
123.55,6.08,3
122.11,7.79,3
123.2,8.02,3
121.75,6.72,3
92.27,23.44,3
93.48,23.75,3
93.16,22.66,3
97.0,20.57,3
95.8,20.28,3
97.33,21.66,3
96.13,21.38,3
97.87,19.75,3
96.67,19.47,3
98.2,20.85,3
69.93,43.13,3
71.36,43.68,3
71.29,42.51,3
68.54,43.75,3
69.98,44.31,3
68.52,42.57,3
-9.3,31.91,3
-8.03,32.21,3
-10.23,32.71,3
-8.95,33.02,3
-10.56,31.59,3
-74.66,43.6,3
-73.85,42.69,3
-76.22,43.55,3
-75.38,42.65,3
-73.92,44.57,3
-73.1,43.64,3
-75.51,44.52,3
-0.81,6.94,3
-1.14,6.12,3
-0.48,7.77,3
0.14,6.95,3
-1.42,7.75,3
127.92,43.45,3
125.57,43.35,3
126.83,42.99,3
126.48,44.69,3
127.78,44.31,3
109.17,26.81,3
107.98,26.64,3
109.53,27.79,3
108.35,27.63,3
109.98,25.98,3
108.81,25.81,3
110.34,26.96,3
133.73,35.09,3
133.92,36.1,3
132.87,35.77,3
133.54,34.08,3
134.78,35.4,3
5.26,9.58,3
6.31,9.6,3
5.88,8.72,3
4.64,10.45,3
5.68,10.48,3
4.23,9.57,3
3.43,7.83,3
2.82,8.67,3
3.83,8.69,3
2.44,7.82,3
149.03,-34.27,3
150.87,-32.92,3
149.49,-33.16,3
151.38,-34.92,3
149.98,-35.16,3
6.07,7.0,3
5.66,6.15,3
6.49,7.85,3
5.05,6.99,3
105.38,22.34,3
104.19,22.11,3
105.73,23.39,3
104.54,23.17,3
106.56,22.55,3
-35.96,-11.64,3
-36.98,-11.06,3
-34.93,-11.05,3
-35.95,-10.48,3
-35.98,-12.79,3
-37.0,-12.21,3
-34.95,-12.21,3
77.83,15.87,3
76.79,15.49,3
77.01,16.58,3
78.66,15.14,3
77.61,14.77,3
78.89,16.24,3
-70.27,18.02,3
-69.42,17.43,3
-71.21,17.73,3
-70.35,17.13,3
-69.34,18.31,3
-71.13,18.61,3
20.96,53.12,3
22.74,53.1,3
20.09,53.95,3
21.89,53.95,3
19.18,53.11,3
63.41,36.71,3
64.63,37.31,3
63.49,35.57,3
64.69,36.17,3
62.12,37.24,3
63.34,37.86,3
62.22,36.1,3
36.23,8.72,3
37.31,8.64,3
35.64,7.87,3
36.74,7.8,3
35.81,9.65,3
36.88,9.57,3
35.15,8.79,3
102.68,27.68,3
101.46,27.46,3
103.03,28.69,3
101.81,28.47,3
103.54,26.88,3
102.33,26.66,3
103.9,27.89,3
6.92,47.98,3
8.49,48.16,3
6.28,47.01,3
7.83,47.19,3
6.0,48.76,3
7.58,48.95,3
5.37,47.79,3
109.78,19.15,3
108.64,18.95,3
108.99,20.01,3
110.57,18.3,3
109.43,18.09,3
110.92,19.35,3
33.71,-0.38,3
31.95,-1.27,3
33.1,-1.32,3
31.41,-0.27,3
107.8,39.01,3
105.96,37.97,3
107.18,38.08,3
105.92,39.76,3
107.19,39.85,3
105.31,38.81,3
-1.03,49.03,3
-0.05,48.17,3
-2.56,48.92,3
-1.55,48.06,3
-0.48,50.0,3
0.5,49.13,3
-2.04,49.9,3
33.79,-15.47,3
35.64,-14.5,3
34.43,-14.47,3
35.59,-16.53,3
34.37,-16.5,3
36.22,-15.52,3
26.06,-12.04,3
24.86,-11.97,3
26.73,-11.06,3
25.53,-10.99,3
26.6,-13.1,3
25.39,-13.02,3
106.1,14.37,3
104.94,14.12,3
106.44,15.47,3
105.29,15.23,3
106.9,13.52,3
105.76,13.27,3
107.25,14.62,3
127.68,35.27,3
127.27,34.42,3
128.46,34.66,3
126.91,35.86,3
128.09,36.1,3
126.5,35.02,3
107.24,49.03,3
108.73,49.04,3
107.97,48.11,3
106.47,49.96,3
108.01,49.97,3
105.72,49.01,3
-48.65,-21.48,3
-49.67,-20.88,3
-47.6,-20.99,3
-48.62,-20.4,3
-48.69,-22.54,3
-49.71,-21.95,3
-47.63,-22.07,3
46.81,-19.35,3
47.94,-19.29,3
46.26,-20.35,3
47.4,-20.28,3
46.22,-18.41,3
45.67,-19.4,3
28.75,31.95,3
27.97,30.99,3
28.16,33.01,3
29.55,32.91,3
27.38,32.05,3
72.16,20.6,3
71.98,19.56,3
71.22,21.14,3
72.24,21.58,3
71.16,20.17,3
34.9,1.48,3
33.77,1.54,3
35.49,2.4,3
34.37,2.46,3
35.44,0.5,3
36.03,1.42,3
75.21,21.84,3
74.18,21.43,3
74.44,23.45,3
73.46,24.02,3
35.5,31.25,3
33.65,32.5,3
34.48,33.41,3
-83.52,27.91,3
-84.35,28.68,3
-82.43,28.19,3
-83.24,28.96,3
-83.8,26.85,3
-84.63,27.61,3
-82.71,27.14,3
29.55,51.07,3
31.26,50.92,3
28.57,50.26,3
28.82,51.98,3
30.55,51.85,3
27.84,51.19,3
37.56,45.64,3
38.54,46.41,3
38.1,44.62,3
39.07,45.39,3
36.03,45.87,3
37.01,46.65,3
36.6,44.85,3
107.88,29.41,3
108.71,28.6,3
107.52,28.44,3
109.07,29.57,3
113.6,-9.28,3
112.59,-9.58,3
112.91,-8.59,3
114.28,-9.95,3
113.28,-10.26,3
114.6,-8.97,3
99.78,15.02,3
98.6,14.74,3
100.11,16.14,3
98.93,15.86,3
99.45,13.89,3
100.95,15.3,3
104.04,25.04,3
104.4,26.07,3
103.19,25.86,3
104.89,24.22,3
103.69,24.0,3
105.24,25.25,3
68.27,24.72,3
69.33,25.21,3
68.26,23.71,3
69.31,24.19,3
67.23,24.23,3
88.49,44.15,3
86.59,42.71,3
88.08,43.03,3
85.81,44.63,3
87.36,44.96,3
85.45,43.49,3
127.46,46.06,3
128.67,46.55,3
127.62,45.17,3
128.8,45.65,3
126.1,46.44,3
127.3,46.95,3
16.49,53.88,3
18.29,53.93,3
15.64,53.02,3
17.4,53.08,3
15.56,54.67,3
17.37,54.73,3
14.71,53.81,3
31.33,-2.22,3
30.71,-3.18,3
30.8,-1.21,3
-92.0,17.01,3
-93.97,17.28,3
-93.07,16.59,3
-92.68,18.82,3
-91.79,18.12,3
-93.78,18.4,3
76.47,23.3,3
77.32,22.66,3
75.52,23.89,3
76.62,24.32,3
-7.24,5.96,3
-6.59,5.43,3
-8.18,5.63,3
-7.51,5.1,3
-6.97,6.82,3
-6.31,6.28,3
-7.91,6.49,3
22.44,47.85,3
24.1,47.81,3
21.58,46.95,3
23.22,46.92,3
21.65,48.77,3
23.33,48.74,3
20.79,47.87,3
7.53,37.73,3
8.93,37.86,3
8.33,36.83,3
6.72,38.61,3
8.12,38.76,3
6.15,37.58,3
35.39,-1.44,3
34.25,-1.38,3
35.99,-0.5,3
35.94,-2.44,3
34.79,-2.39,3
-77.28,3.89,3
-78.31,3.45,3
-77.39,2.78,3
-77.17,4.98,3
-76.25,4.32,3
-78.2,4.55,3
4.26,5.32,3
5.25,5.32,3
3.87,4.51,3
4.85,4.5,3
4.65,6.15,3
3.28,5.33,3
7.98,8.73,3
9.04,8.74,3
7.53,7.86,3
8.58,7.86,3
8.43,9.62,3
-97.69,20.05,3
-98.67,20.74,3
-96.57,20.5,3
-97.53,21.2,3
80.59,23.85,3
79.24,22.39,3
80.34,22.78,3
78.63,24.12,3
79.73,24.52,3
78.4,23.06,3
69.39,27.3,3
70.5,27.8,3
69.36,26.25,3
70.46,26.74,3
69.42,28.37,3
123.6,12.09,3
124.71,12.33,3
123.22,11.02,3
124.33,11.26,3
122.87,12.92,3
123.97,13.17,3
122.5,11.85,3
46.65,29.28,3
47.47,30.08,3
46.98,28.23,3
45.49,29.54,3
46.32,30.34,3
45.83,28.47,3
100.17,1.5,3
99.04,1.21,3
100.49,2.62,3
99.36,2.33,3
99.85,0.39,3
101.3,1.8,3
-17.89,14.14,3
-17.03,13.52,3
-18.94,13.75,3
-18.08,13.13,3
-16.82,14.53,3
-18.76,14.77,3
78.47,43.8,3
79.98,44.24,3
78.25,42.64,3
79.73,43.08,3
77.17,44.52,3
78.7,44.97,3
73.94,29.25,3
-63.76,9.62,3
-64.59,10.1,3
-62.86,10.18,3
-63.7,10.65,3
-63.81,8.59,3
-64.64,9.07,3
-62.91,9.14,3
33.03,-3.29,3
31.87,-3.24,3
33.64,-2.33,3
32.49,-2.28,3
33.57,-4.31,3
32.41,-4.26,3
34.19,-3.34,3
117.15,24.95,3
118.59,25.99,3
117.51,25.9,3
118.93,24.21,3
78.43,14.04,3
125.91,41.68,3
126.85,41.14,3
124.92,41.24,3
125.88,40.73,3
125.76,42.52,3
126.92,42.11,3
124.73,42.05,3
111.63,21.42,3
111.99,22.44,3
112.4,20.57,3
111.28,20.39,3
112.76,21.59,3
-16.4,16.6,3
-15.54,15.95,3
-17.48,16.21,3
-16.61,15.56,3
-15.31,16.99,3
-17.28,17.26,3
95.16,18.06,3
93.97,17.75,3
95.48,19.17,3
94.29,18.87,3
94.84,16.93,3
96.35,18.35,3
38.63,10.33,3
39.68,10.24,3
37.95,9.48,3
38.25,11.27,3
39.32,11.17,3
37.56,10.42,3
142.13,42.16,3
140.83,41.85,3
142.51,43.21,3
143.09,41.39,3
141.77,41.1,3
143.47,42.45,3
-72.06,-16.8,3
-71.09,-17.42,3
-73.13,-17.31,3
-72.15,-17.94,3
-71.97,-15.66,3
-71.0,-16.28,3
-73.03,-16.17,3
-39.06,-12.21,3
-40.09,-11.61,3
-38.02,-11.63,3
-39.04,-11.04,3
-39.08,-13.36,3
-40.11,-12.77,3
44.8,2.77,3
43.74,2.84,3
45.31,3.63,3
44.26,3.71,3
45.34,1.82,3
44.28,1.89,3
45.85,2.7,3
73.55,13.28,3
72.57,12.91,3
73.75,14.36,3
72.77,13.98,3
74.33,12.57,3
73.35,12.21,3
74.54,13.65,3
-0.06,11.18,3
0.94,11.22,3
-0.41,10.3,3
0.57,10.34,3
-0.7,12.02,3
0.3,12.07,3
-1.04,11.13,3
107.35,11.56,3
107.69,12.66,3
106.56,12.41,3
108.14,10.71,3
108.48,11.81,3
119.95,40.02,3
121.0,39.97,3
119.24,39.23,3
120.28,39.2,3
119.61,40.85,3
120.68,40.8,3
118.89,40.06,3
80.52,5.47,3
79.48,5.15,3
80.76,6.57,3
81.34,4.68,3
80.29,4.37,3
81.58,5.78,3
105.96,27.28,3
104.75,27.08,3
106.32,28.27,3
105.11,28.09,3
105.6,26.27,3
40.73,55.76,3
41.92,56.62,3
41.35,54.74,3
42.53,55.6,3
38.93,55.89,3
40.08,56.77,3
39.59,54.89,3
-98.76,35.91,3
-97.65,35.2,3
-100.05,35.5,3
-98.93,34.8,3
-98.58,37.02,3
-97.47,36.31,3
-99.88,36.62,3
105.81,-6.93,3
106.56,-7.67,3
100.76,25.39,3
99.55,25.15,3
101.11,26.43,3
99.89,26.19,3
101.63,24.59,3
100.42,24.34,3
101.98,25.63,3
21.73,50.54,3
23.45,50.51,3
20.84,49.67,3
22.54,49.65,3
20.9,51.41,3
22.64,51.4,3
20.01,50.55,3
-70.82,11.48,3
-69.94,10.84,3
-70.9,10.49,3
-70.74,12.46,3
-69.87,11.83,3
-71.7,12.11,3
-58.48,-35.38,3
-59.41,-35.01,3
-57.46,-35.07,3
-58.52,-36.24,3
-59.45,-35.91,3
-57.51,-35.91,3
9.98,10.53,3
11.08,10.53,3
9.5,9.63,3
10.59,9.63,3
9.36,11.44,3
10.46,11.45,3
8.89,10.52,3
103.74,6.56,3
102.6,6.28,3
104.07,7.68,3
102.93,7.4,3
104.54,5.72,3
103.4,5.44,3
104.87,6.84,3
50.14,36.15,3
51.14,36.86,3
50.44,35.08,3
48.86,36.52,3
49.18,35.45,3
71.92,32.67,3
70.71,32.16,3
-124.41,49.8,3
-125.85,50.12,3
-123.33,50.44,3
-124.83,50.77,3
-124.27,48.85,3
-125.65,49.17,3
112.97,30.87,3
111.8,30.76,3
113.34,31.77,3
113.75,30.05,3
112.6,29.95,3
6.36,14.13,3
7.46,14.17,3
5.92,13.19,3
7.0,13.23,3
5.71,15.04,3
6.81,15.08,3
5.27,14.09,3
9.89,50.06,3
11.54,50.2,3
10.8,49.26,3
8.95,50.84,3
10.62,50.99,3
-92.39,14.8,3
-91.54,14.13,3
-91.13,16.32,3
-90.28,15.64,3
-92.2,15.91,3
33.36,30.5,3
32.56,29.57,3
32.83,31.57,3
33.24,15.47,3
34.39,15.37,3
32.54,14.56,3
33.69,14.47,3
32.78,16.48,3
33.94,16.38,3
-5.21,36.84,3
-3.89,37.07,3
-4.31,36.0,3
-4.8,37.91,3
-6.53,36.59,3
118.57,-2.74,3
119.61,-2.58,3
118.23,-3.76,3
119.26,-3.61,3
117.89,-1.89,3
118.92,-1.72,3
117.56,-2.9,3
123.94,40.78,3
121.81,40.62,3
122.99,40.32,3
122.5,41.89,3
121.54,41.4,3
-100.93,19.8,3
-99.8,20.28,3
-101.07,18.65,3
-102.06,19.32,3
-98.37,30.69,3
-99.44,31.4,3
-97.14,31.11,3
-98.2,31.83,3
-99.6,30.25,3
74.65,25.49,3
75.77,25.93,3
74.54,24.46,3
73.64,26.07,3
73.55,25.04,3
114.16,28.3,3
114.53,29.23,3
114.92,27.47,3
115.29,28.4,3
-66.4,9.28,3
-65.54,8.64,3
-67.33,8.92,3
-66.46,8.28,3
-65.48,9.63,3
-75.73,-11.89,3
-74.77,-12.56,3
-75.84,-13.06,3
-75.63,-10.73,3
-74.66,-11.4,3
-76.7,-11.22,3
4.44,48.55,3
2.35,47.38,3
3.84,47.57,3
3.5,49.3,3
1.44,48.25,3
79.61,19.53,3
78.53,19.15,3
80.21,17.72,3
80.45,18.82,3
82.41,18.47,3
83.53,18.83,3
81.55,19.2,3
82.67,19.57,3
81.3,18.1,3
-73.03,18.02,3
-72.16,17.43,3
-73.99,17.71,3
-73.11,17.12,3
-72.94,18.91,3
-73.9,18.6,3
79.13,8.12,3
78.1,7.78,3
79.37,9.22,3
78.33,8.88,3
78.91,7.02,3
80.18,8.45,3
31.11,39.77,3
31.99,40.66,3
31.71,38.72,3
30.5,40.81,3
30.25,38.87,3
118.96,29.54,3
117.87,29.48,3
119.32,30.41,3
118.23,30.36,3
118.59,28.65,3
72.57,17.85,3
74.37,17.58,3
73.36,17.19,3
74.57,18.65,3
-75.66,46.42,3
-74.77,45.49,3
-77.32,46.35,3
-74.89,47.42,3
-74.0,46.48,3
-76.59,47.35,3
2.75,33.23,3
4.02,33.4,3
2.27,32.19,3
3.53,32.35,3
1.96,34.1,3
3.24,34.28,3
1.49,33.06,3
114.89,39.28,3
114.44,40.12,3
115.58,40.12,3
113.75,39.26,3
106.56,31.95,3
105.33,31.79,3
106.92,32.88,3
105.7,32.73,3
107.77,32.1,3
29.93,-19.4,3
28.69,-19.34,3
30.6,-18.41,3
29.36,-18.36,3
30.5,-20.43,3
29.25,-20.38,3
31.17,-19.45,3
49.44,30.57,3
50.34,31.23,3
49.73,29.53,3
50.61,30.2,3
49.15,31.61,3
48.61,29.81,3
41.05,38.35,3
41.96,39.15,3
41.5,37.28,3
42.39,38.08,3
39.69,38.6,3
40.59,39.41,3
40.15,37.53,3
45.96,14.98,3
46.96,14.83,3
45.24,14.16,3
46.25,14.02,3
45.66,15.95,3
46.67,15.8,3
44.94,15.13,3
-79.83,-1.5,3
-78.89,-2.19,3
-80.89,-1.97,3
-79.71,-0.36,3
-78.77,-1.05,3
-80.77,-0.82,3
112.29,26.27,3
111.14,26.13,3
113.07,25.43,3
111.93,25.29,3
113.43,26.4,3
38.79,37.77,3
38.39,35.85,3
39.27,36.7,3
36.53,37.13,3
37.41,37.99,3
-44.5,-22.73,3
-43.49,-24.35,3
-44.53,-23.79,3
-42.42,-23.85,3
110.42,24.14,3
109.62,24.98,3
111.21,23.29,3
111.57,24.3,3
75.0,28.64,3
74.88,27.58,3
85.48,22.49,3
84.6,23.22,3
-14.92,14.28,3
-14.1,13.65,3
-15.98,13.9,3
-15.15,13.27,3
-14.69,15.3,3
-13.86,14.65,3
-15.76,14.92,3
116.24,-9.62,3
117.24,-9.52,3
115.92,-10.56,3
116.91,-10.46,3
115.27,-9.73,3
18.79,5.04,3
19.88,5.0,3
19.25,4.1,3
18.34,5.96,3
19.42,5.92,3
17.71,5.07,3
132.0,32.96,3
133.22,33.16,3
131.58,32.09,3
132.79,32.29,3
131.22,33.62,3
132.43,33.83,3
130.8,32.75,3
112.09,40.08,3
111.42,39.2,3
112.6,39.24,3
112.78,40.96,3
110.89,40.05,3
76.42,18.37,3
75.38,17.97,3
76.64,19.44,3
75.6,19.05,3
77.24,17.67,3
78.74,31.06,3
77.69,31.72,3
128.86,41.96,3
129.78,41.36,3
127.84,41.55,3
128.75,40.96,3
128.98,42.95,3
129.92,42.36,3
127.94,42.54,3
-71.52,45.55,3
-70.73,44.6,3
-72.33,44.59,3
-70.67,46.5,3
-69.89,45.54,3
-72.33,46.5,3
122.51,14.8,3
123.62,15.05,3
122.14,13.74,3
121.79,15.6,3
122.89,15.85,3
-34.91,-8.73,3
-35.93,-8.14,3
-33.89,-8.14,3
-34.92,-9.89,3
-33.9,-9.31,3
-66.04,-15.92,3
-66.97,-15.33,3
-65.05,-15.39,3
-65.98,-14.8,3
-67.04,-16.45,3
-65.12,-16.5,3
131.26,46.6,3
132.54,47.06,3
131.32,45.7,3
132.57,46.15,3
129.91,47.03,3
131.18,47.51,3
130.01,46.13,3
44.32,42.54,3
45.31,43.32,3
44.74,41.47,3
45.72,42.25,3
42.93,42.81,3
43.89,43.61,3
43.37,41.76,3
-65.0,18.33,3
-64.18,17.95,3
-65.86,17.77,3
-65.05,17.39,3
-64.95,19.25,3
-64.13,18.88,3
82.71,28.43,3
83.9,28.81,3
81.75,29.09,3
82.95,29.48,3
11.13,37.06,3
12.55,37.15,3
10.51,36.03,3
11.91,36.12,3
10.34,37.99,3
11.77,38.09,3
-45.03,-1.52,3
-42.99,-1.56,3
-44.0,-0.95,3
-44.05,-3.31,3
-45.06,-2.7,3
-43.01,-2.74,3
61.7,41.86,3
63.0,42.5,3
61.81,40.7,3
63.09,41.33,3
60.28,42.36,3
61.58,43.02,3
60.42,41.21,3
-74.83,8.98,3
-73.93,8.33,3
-75.84,8.59,3
-74.93,7.94,3
-74.74,10.01,3
-73.84,9.37,3
-75.74,9.62,3
4.41,52.86,3
2.83,52.83,3
5.07,53.77,3
6.06,53.06,3
3.45,53.71,3
14.1,49.49,3
15.77,49.57,3
13.33,48.56,3
14.98,48.65,3
13.21,50.32,3
12.45,49.39,3
-87.75,40.57,3
-89.14,40.35,3
-88.14,39.59,3
-86.33,40.77,3
-88.76,41.34,3
-4.21,10.1,3
-3.58,9.33,3
-5.17,9.81,3
-4.51,9.22,3
-3.91,10.98,3
-3.28,10.18,3
-4.87,10.72,3
-93.44,43.34,3
-92.32,42.61,3
-94.86,43.04,3
-93.73,42.32,3
-93.13,44.38,3
-91.99,43.63,3
-94.59,44.08,3
80.85,24.91,3
79.96,25.57,3
37.7,0.38,3
36.58,0.44,3
38.28,1.3,3
37.16,1.36,3
38.25,-0.61,3
38.82,0.32,3
-64.69,-25.69,3
-63.74,-26.17,3
-65.7,-26.24,3
-64.62,-24.64,3
-63.68,-25.13,3
-65.64,-25.19,3
44.11,36.74,3
45.01,37.52,3
44.51,35.68,3
45.39,36.46,3
42.82,37.02,3
43.71,37.81,3
-78.11,34.57,3
-77.38,33.79,3
-79.39,34.48,3
-78.64,33.71,3
-77.56,35.44,3
-76.82,34.64,3
-78.86,35.35,3
-83.95,40.15,3
-83.03,39.35,3
-85.36,39.98,3
-83.45,41.13,3
-84.9,40.96,3
-8.33,7.92,3
-7.64,7.37,3
-9.29,7.59,3
-8.59,7.03,3
-8.06,8.82,3
-7.37,8.26,3
-9.03,8.49,3
68.48,40.22,3
69.79,39.62,3
67.14,40.82,3
68.5,41.4,3
82.59,23.55,3
83.46,22.85,3
81.72,24.24,3
81.46,23.17,3
35.89,-4.41,3
34.74,-4.36,3
36.49,-3.45,3
35.34,-3.4,3
36.45,-5.43,3
35.29,-5.38,3
37.04,-4.46,3
-91.51,35.89,3
-90.5,35.14,3
-92.77,35.57,3
-91.75,34.81,3
-91.27,36.96,3
-90.25,36.2,3
-92.54,36.65,3
33.44,12.59,3
34.56,12.51,3
32.76,11.71,3
33.88,11.63,3
33.0,13.57,3
34.13,13.48,3
32.31,12.68,3
105.54,9.07,3
104.4,8.8,3
104.74,9.92,3
106.33,8.23,3
105.2,7.96,3
106.67,9.34,3
36.43,56.97,3
37.53,57.86,3
38.25,56.88,3
34.64,57.03,3
35.68,57.93,3
35.39,56.08,3
71.44,25.14,3
72.54,25.61,3
71.38,24.12,3
72.46,24.58,3
70.41,25.7,3
71.51,26.18,3
70.37,24.67,3
-89.74,38.31,3
-88.74,37.55,3
-91.02,38.02,3
-90.0,37.26,3
-89.47,39.35,3
-88.47,38.58,3
109.17,14.0,3
110.29,14.23,3
108.83,12.91,3
109.95,13.14,3
108.39,14.86,3
109.52,15.08,3
108.04,13.76,3
-114.87,31.7,3
-116.05,32.27,3
-113.68,32.28,3
-114.86,32.86,3
-114.89,30.54,3
-116.05,31.12,3
-113.7,31.12,3
57.0,38.07,3
58.16,38.74,3
57.19,36.94,3
55.67,38.52,3
56.81,39.2,3
55.88,37.4,3
31.38,-28.33,3
30.09,-28.29,3
32.07,-27.39,3
30.79,-27.36,3
31.99,-29.3,3
32.68,-28.36,3
14.95,11.45,3
16.08,11.43,3
14.41,10.53,3
15.54,10.51,3
14.35,12.38,3
13.81,11.45,3
-81.14,-4.28,3
-80.19,-4.97,3
-82.22,-4.75,3
-81.27,-5.44,3
-81.02,-3.12,3
-80.07,-3.81,3
-82.09,-3.58,3
64.52,39.62,3
65.82,40.23,3
64.58,38.46,3
65.85,39.06,3
63.18,40.17,3
64.47,40.79,3
63.26,39.01,3
27.93,38.06,3
29.4,37.95,3
27.11,37.12,3
28.56,37.02,3
27.29,39.1,3
28.77,38.99,3
19.12,46.04,3
20.73,46.04,3
18.31,45.09,3
18.31,46.95,3
19.94,46.96,3
17.51,46.01,3
33.6,49.8,3
35.23,49.6,3
32.6,49.02,3
34.23,48.84,3
32.94,50.75,3
34.61,50.56,3
31.94,49.98,3
30.88,0.73,3
29.12,-0.15,3
30.27,-0.21,3
29.22,1.77,3
30.36,1.72,3
28.59,0.84,3
-123.43,38.64,3
-122.26,39.28,3
-123.36,37.55,3
-120.96,37.73,3
-87.03,12.97,3
-88.05,12.57,3
-87.18,11.96,3
-86.01,13.38,3
-87.83,13.63,3
29.09,53.66,3
30.86,53.52,3
28.07,52.89,3
29.83,52.76,3
28.32,54.54,3
30.12,54.41,3
77.93,20.92,3
76.86,20.52,3
78.16,21.99,3
77.09,21.59,3
78.77,20.23,3
77.69,19.84,3
24.31,39.25,3
25.8,39.18,3
24.99,38.23,3
23.62,40.26,3
25.13,40.2,3
22.81,39.3,3
120.69,12.43,3
121.78,12.67,3
120.33,11.36,3
121.41,11.61,3
119.98,13.23,3
119.63,12.17,3
123.83,45.41,3
125.17,45.05,3
122.74,44.88,3
124.07,44.54,3
123.57,46.28,3
124.95,45.93,3
122.47,45.74,3
110.47,35.79,3
109.26,35.69,3
110.84,36.63,3
109.63,36.54,3
111.29,35.02,3
110.09,34.92,3
38.0,-16.56,3
36.8,-16.55,3
38.62,-15.55,3
37.42,-15.54,3
38.59,-17.57,3
37.38,-17.56,3
39.2,-16.56,3
83.18,55.69,3
84.25,53.79,3
84.67,54.91,3
80.92,54.2,3
81.26,55.33,3
82.42,53.45,3
90.98,56.79,3
91.59,57.84,3
92.32,55.93,3
92.94,56.98,3
89.01,56.57,3
89.57,57.63,3
90.4,55.73,3
95.75,4.51,3
94.61,4.21,3
96.05,5.65,3
94.91,5.34,3
96.58,3.68,3
95.44,3.39,3
96.89,4.81,3
-44.39,-18.38,3
-45.42,-17.78,3
-43.34,-17.85,3
-44.37,-17.26,3
-45.45,-18.9,3
